orb_id,Tier_manual,Type,Intensity_auto,Stage_calc,relationship_context,Prompt Text,Tier_from_intensity,Tier_mismatch_flag,stage_v2,focus_type,target_style,target_method,interaction_level,energy_type,cooldown_group,memory_hook,target_gender,min_players,max_players,escalation_weight
ORB1957,spicy,dare,7.0,14,requires_partner,Write a dirty message on your partner's mirror with lipstick.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB1958,spicy,dare,7.2,15,requires_partner,Kiss your partner passionately as if it's the last time you'll kiss them.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB1959,spicy,dare,7.0,14,requires_partner,Caress your partner’s inner thighs.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB1960,spicy,dare,7.2,15,requires_partner,Kiss your partner’s neck softly.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB1961,spicy,dare,7.0,14,requires_partner,Act out an intimate scene from a movie.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB1962,spicy,dare,7.0,14,requires_partner,Use a silk scarf to tie your partner’s hands.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB1963,spicy,dare,7.0,14,requires_partner,Compliment each part of your partner’s body.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB1964,extreme,dare,9.0,20,requires_partner,Use your tongue to trace letters on your partner's skin.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB1965,spicy,dare,7.0,14,requires_partner,Send a dirty text to your partner while they are at work.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB1966,spicy,dare,8.0,17,requires_partner,Send your partner a sexy photo while they're away.,1,True,erotic,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB1967,spicy,dare,7.2,15,requires_partner,Kiss your partner's from toes to their lips.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB1968,spicy,dare,7.0,14,requires_partner,Record a sensual voice message for your partner.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB1969,spicy,dare,7.0,14,requires_partner,Write an erotic love letter to your partner.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB1970,spicy,dare,7.0,14,requires_partner,Send a suggestive message using only emojis.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB1971,spicy,dare,7.2,15,requires_partner,Sit on your partner's lap without touching them.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB1972,spicy,dare,7.0,14,requires_partner,Try role-playing a teacher/student scenario.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB1973,spicy,dare,7.0,14,requires_partner,Make a list of things you want to try in bed and discuss them with your partner.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB1974,spicy,dare,7.2,15,requires_partner,Kiss your partner’s stomach.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB1975,spicy,dare,7.0,14,,Dirty talk in a different language.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB1976,spicy,dare,7.2,15,requires_partner,Kiss your partner's body without using your hands.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB1977,spicy,dare,8.0,17,requires_partner,Experiment with a light spanking.,1,True,erotic,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB1978,spicy,dare,7.0,14,requires_partner,Touch yourself while your partner watches.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB1979,spicy,dare,7.0,14,requires_partner,Spend the next hour only communicating through sensual touching.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB1980,spicy,dare,7.0,14,requires_partner,Tease each other with a feather.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB1981,spicy,dare,7.0,14,requires_partner,Make your partner a sensual breakfast and eat it in bed.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB1982,spicy,dare,7.2,15,requires_partner,Send a flirty video to your partner.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB1983,spicy,dare,7.2,15,requires_partner,Kiss your partner with ice in your mouth.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB1984,spicy,dare,7.2,15,requires_partner,Give your partner a passionate kiss and tell them what you want to do to them.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB1985,spicy,dare,7.2,15,requires_partner,Spend the night kissing and touching without going all the way.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB1986,spicy,dare,7.2,15,requires_partner,Whisper naughty things in your partner's ear in public.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB1987,spicy,dare,7.0,14,requires_partner,Use a silk scarf to blindfold your partner.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB1988,spicy,dare,7.0,14,requires_partner,Tease your partner until they beg for more.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB1989,spicy,dare,7.0,14,requires_partner,Spend the next hour only using your mouths to touch each other.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB1990,spicy,dare,7.2,15,requires_partner,Kiss your partner passionately for ten minutes.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB1991,spicy,dare,7.2,15,requires_partner,Kiss your partner's neck softly.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB1992,spicy,dare,7.0,14,requires_partner,Have a ‘clothing optional’ day in the house.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB1993,extreme,dare,9.0,20,requires_partner,Kiss your partner's entire body while they are blindfolded.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB1994,spicy,dare,8.0,17,requires_partner,Lick whipped cream off your partner.,1,True,erotic,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB1995,spicy,dare,7.2,15,requires_partner,Give your partner a neck massage that turns sensual.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB1996,spicy,dare,7.0,14,requires_partner,Put on a blindfold and let your partner touch you wherever they want.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB1997,spicy,dare,7.2,15,requires_partner,Kiss your partner from head to toe.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB1998,spicy,dare,8.0,17,requires_partner,Send your partner a sexy message while they are at work.,1,True,erotic,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB1999,spicy,dare,7.2,15,requires_partner,Make out passionately like it’s your first time together.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB2000,spicy,dare,7.2,15,requires_partner,Give your partner an intimate body massage.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB2001,spicy,dare,7.2,15,requires_partner,Send a flirtatious video to your partner.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB2002,spicy,dare,7.0,14,requires_partner,Write down three dirty secrets and share them with your partner.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB2003,spicy,dare,7.2,15,requires_partner,Spend the day without wearing underwear.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB2004,spicy,dare,7.2,15,requires_partner,Spend the night in just your underwear.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB2005,spicy,dare,8.0,17,requires_partner,Send your partner a sexy video message.,1,True,erotic,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB2006,spicy,dare,7.2,15,requires_partner,Send a flirty voice message to your partner.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB2007,spicy,dare,7.0,14,requires_partner,Spend the day without wearing anything under your clothes.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB2008,spicy,dare,8.0,17,requires_partner,Share your favorite sexy dream.,1,True,erotic,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB2009,spicy,dare,7.0,14,requires_partner,Make a list of things you want to try in the bedroom.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB2010,spicy,dare,7.0,14,requires_partner,Let your partner handcuff you to the bed.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB2011,spicy,dare,7.2,15,requires_partner,Take turns giving each other sensual massages.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB2012,spicy,dare,7.2,15,requires_partner,Kiss every inch of your partner's body.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB2013,spicy,dare,7.2,15,requires_partner,Send a flirty text to your partner.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB2014,spicy,dare,7.0,14,requires_partner,Share your naughtiest dream with your partner.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB2015,spicy,dare,7.7,16,requires_partner,Whisper your most intimate desires.,1,True,erotic,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB2016,spicy,dare,7.0,14,requires_partner,Send a dirty text to your partner while they’re at work.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB2017,spicy,dare,7.2,15,requires_partner,Give your partner a neck massage.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB2018,spicy,dare,7.0,14,requires_partner,Share an intimate fantasy.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB2019,spicy,dare,7.0,14,requires_partner,Use a feather to tease your partner’s body.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB2020,spicy,dare,8.0,17,requires_partner,Send a sexy picture to your partner.,1,True,erotic,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB2021,spicy,dare,7.2,15,requires_partner,Perform a lap dance for your partner.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB2022,spicy,dare,8.0,17,requires_partner,Surprise your partner with breakfast in bed while wearing lingerie.,1,True,erotic,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB2023,spicy,dare,7.0,14,requires_partner,Reinvent an intimate scene from a movie.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB2024,spicy,dare,7.0,14,requires_partner,Share a dirty secret with your partner.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB2025,spicy,dare,8.0,17,requires_partner,Share your sexiest daydream.,1,True,erotic,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB2026,spicy,dare,7.2,15,requires_partner,Kiss your partner’s stomach softly.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB2027,spicy,dare,7.0,14,requires_partner,Write a sensual poem for your partner.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB2028,spicy,dare,7.0,14,requires_partner,Exchange erotic stories.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB2029,spicy,dare,8.6,19,requires_partner,Kiss without it leading to sex.,1,True,taboo,single,relative,player_choice,2,playful,dare,,any,2,99,4
ORB2030,spicy,dare,7.0,14,requires_partner,Play a sensual game of hide and seek.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB2031,spicy,dare,7.0,14,requires_partner,Spend the day wearing nothing under your clothes.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB2032,spicy,dare,7.2,15,requires_partner,Give your partner a passionate kiss with their favorite flavor chapstick.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB2033,spicy,dare,7.2,15,requires_partner,Whisper something dirty in your partner's ear while in public.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB2034,spicy,dare,7.2,15,requires_partner,Send your partner a flirty postcard while they’re away.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB2035,spicy,dare,7.0,14,requires_partner,Touch each other while watching a romantic movie.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB2036,spicy,dare,7.0,14,requires_partner,Send a provocative text to your partner while they are out with friends.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB2037,spicy,dare,7.0,14,requires_partner,Create a sensual bucket list and start checking things off.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB2038,spicy,dare,7.0,14,requires_partner,Write a dirty message and leave it in your partner’s wallet or bag.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB2039,spicy,dare,7.0,14,requires_partner,Swap dirty stories while lying in bed.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB2040,spicy,dare,7.0,14,requires_partner,Seduce your partner with a sultry look.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB2041,spicy,dare,7.0,14,requires_partner,Engage in intimate conversation in public without anyone suspecting.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB2042,spicy,dare,7.0,14,requires_partner,Tease your partner with light touches while watching TV.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB2043,spicy,dare,7.2,15,requires_partner,Give each other sensual wrist massages.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB2044,spicy,dare,7.2,15,requires_partner,Kiss your partner’s hands seductively.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB2045,spicy,dare,8.0,17,requires_partner,Send a sexy love letter to your partner.,1,True,erotic,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB2046,spicy,dare,7.0,14,requires_partner,Try a new role-playing scenario.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB2047,spicy,dare,7.2,15,requires_partner,Send a flirty text to your partner while they are at work.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB2048,spicy,dare,8.0,17,requires_partner,Dance together to your favorite sexy song.,1,True,erotic,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB2049,spicy,dare,7.2,15,requires_partner,Kiss your partner while they’re blindfolded.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB2050,spicy,dare,7.0,14,requires_partner,Write your erotic fantasies and read them to each other.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB2051,spicy,dare,7.0,14,requires_partner,Create a sensual playlist and listen to it while touching each other.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB2052,spicy,dare,7.0,14,requires_partner,Send a dirty selfie to your partner.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB2053,spicy,dare,8.0,17,requires_partner,Write down your sexual bucket list and share it with each other.,1,True,erotic,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB2054,spicy,dare,7.2,15,requires_partner,Send a flirty video message to your partner.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB2055,spicy,dare,7.7,16,requires_partner,Whisper your secret desires while at a public event.,1,True,erotic,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB2056,spicy,dare,7.0,14,requires_partner,Write a dirty limerick about your partner.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB2057,spicy,dare,7.0,14,requires_partner,Share your most intimate secret.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB2058,spicy,dare,7.2,15,requires_partner,"Record a playful, flirty video for your partner.",1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB2059,spicy,dare,7.2,15,requires_partner,Kiss your partner's neck and whisper dirty words.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB2060,spicy,dare,7.0,14,requires_partner,Write an erotic fantasy and share it with your partner.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB2061,spicy,dare,7.0,14,requires_partner,Use a soft brush to trace patterns on your partner’s skin.,1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
ORB2062,spicy,dare,7.2,15,requires_partner,"Kiss your partner to music, syncing your movements.",1,True,intimate,single,relative,player_choice,2,playful,dare,,any,2,99,3
